Start Date,End Date,Employer ID,Employer City,Employer State,Number of Slots,Price Paid,Marketplace Value Delivered,Applications,Renewed?
18-Jun-15,17-Jun-16,37733,Chicago,Illinois,75,"$32,220","$17,903","1,059",1
18-Jun-15,17-Jun-16,37719,na,na,25,"$16,110","$8,326",614,1
18-Jun-15,17-Feb-16,682,Coconut Creek,Florida,50,"$21,480","$14,563",950,0
18-Jun-15,17-Jun-16,37727,na,na,15,"$10,740","$8,235",694,0
18-Jun-15,17-Jun-16,37649,na,na,15,"$10,740","$9,496",773,0
18-Jun-15,17-Jun-16,37734,River Edge,New Jersey,15,"$10,740","$9,811",696,1
18-Jun-15,17-Dec-15,4988,Cincinnati,Ohio,125,"$40,275","$41,123","2,676",1
18-Jun-15,17-Jun-16,37561,Salt Lake City,Utah,20,"$13,425","$13,454","1,087",1
18-Jun-15,17-Jul-16,37825,Bath,Maine,25,"$16,110","$19,149","2,164",1
18-Jun-15,17-Jun-16,37563,Natick,Massachusetts,15,"$12,530","$14,593","1,240",0
18-Jun-15,17-Jun-16,37718,na,na,15,"$16,110","$26,484","1,912",1
17-Jun-15,16-Jun-16,19071,na,na,25,"$16,110","$9,389",658,1
17-Jun-15,16-Jun-16,37624,na,na,100,"$53,700","$42,493","4,108",1
17-Jun-15,16-Jun-16,37716,na,na,25,"$13,425","$11,280","1,333",1
17-Jun-15,16-Jun-16,18419,Grayslake,Illinois,50,"$30,878","$26,271","2,255",1
17-Jun-15,16-Jun-16,37521,Baltimore,Maryland,20,"$13,425","$10,770",953,1
17-Jun-15,16-Jun-16,18971,Golden,British Columbia,25,"$14,318","$19,016","1,151",1
16-Jun-15,15-Jun-16,37574,Baltimore,Maryland,25,"$17,184","$2,678",168,1
16-Jun-15,15-Jul-16,37636,San Mateo,California,75,"$40,275","$35,308","2,802",1
16-Jun-15,15-Jun-16,37462,Billings,Montana,15,"$10,740","$6,944",648,0
16-Jun-15,15-Jun-16,37454,Ontario,California,15,"$17,005","$9,177",757,1
16-Jun-15,15-Jun-16,17427,Santa Ana,California,75,"$40,275","$55,517","3,448",1
16-Jun-15,15-Jun-16,37455,Glen Burnie,Maryland,15,"$13,425","$11,044",937,1
16-Jun-15,15-Dec-15,538,na,na,75,"$26,850","$40,699","2,532",1
15-Jun-15,14-Jun-16,37428,na,na,15,"$12,530",$962,61,0
15-Jun-15,14-Jun-16,37354,na,na,15,"$10,740","$4,625",263,1
15-Jun-15,14-Jun-16,37439,New York,New York State,50,"$39,380","$27,435","2,407",1
15-Jun-15,14-Jul-16,37445,Wilmington,Delaware,25,"$15,215","$14,820","1,039",0
13-Jun-15,12-Jun-16,18396,na,na,25,"$13,425","$19,366","1,616",1
12-Jun-15,11-Jun-16,37347,Newton,Massachusetts,15,"$10,740","$4,222",328,0
12-Jun-15,11-Jun-16,5958,na,na,35,"$21,480","$20,024","1,930",1
12-Jun-15,11-Jun-16,17132,na,na,75,"$44,750","$46,486","3,836",1
12-Jun-15,11-Jul-16,36784,San Francisco,California,20,"$15,752","$15,450","1,134",0
12-Jun-15,11-Jul-16,37353,na,na,15,"$26,850","$12,019",781,1
11-Jun-15,10-Jun-16,37243,na,na,15,"$10,740","$5,349",335,0
11-Jun-15,10-Jun-16,18364,Layton,Utah,25,"$15,439","$11,637",870,1
11-Jun-15,10-Jun-16,37203,Dearborn,Michigan,25,"$16,110","$13,150","1,032",1
11-Jun-15,10-Jun-16,5521,Los Angeles,California,20,"$15,215","$15,429","1,187",1
11-Jun-15,10-Jun-16,37241,Miami,Florida,15,"$10,740","$13,640",965,1
11-Jun-15,10-Feb-16,18862,Anchorage,Alaska,75,"$32,220","$54,465","3,092",0
11-Jun-15,10-Sep-15,18609,Weymouth,Massachusetts,25,"$17,184","$11,042",551,0
10-Jun-15,9-Jun-16,18770,na,na,75,"$44,303","$42,426","3,246",1
10-Jun-15,9-Jun-16,37168,na,na,25,"$21,480","$24,501","1,645",1
9-Jun-15,9-Dec-15,37129,na,na,15,"$10,740",$927,49,0
9-Jun-15,8-Jun-16,18362,Newport,Kentucky,50,"$30,878","$16,300",975,1
9-Jun-15,9-Sep-15,37206,na,na,75,"$11,635","$12,371",817,1
9-Jun-15,8-Jun-16,37154,Norman,Oklahoma,25,"$17,900","$17,830","1,156",1
9-Jun-15,8-Jun-16,37130,na,na,15,"$16,110","$12,932",937,1
9-Jun-15,8-Jun-16,37100,Bellevue,Washington State,15,"$11,635","$14,237","1,004",1
9-Jun-15,8-Jun-16,37091,na,na,20,"$13,425","$22,923","1,524",0
8-Jun-15,7-Jun-16,37016,Wallingford,Connecticut,15,"$10,740","$5,768",498,1
8-Jun-15,7-Jun-16,37032,San Francisco,California,25,"$16,110","$13,674","1,090",1
8-Jun-15,7-Jun-16,36988,Hampton,New Hampshire,25,"$16,110","$14,998","1,226",0
8-Jun-15,7-Jun-16,37019,Lynnwood,Washington State,15,"$10,740","$11,991",702,1
7-Jun-15,6-Jun-16,5544,New York,New York State,25,"$27,745","$13,654",779,0
7-Jun-15,6-Jun-16,6085,San Francisco,California,25,"$17,363","$17,194","1,036",1
5-Jun-15,4-Jun-16,9841,na,na,25,"$14,768","$6,420",390,0
5-Jun-15,4-Jun-16,37028,Jacksonville,Florida,75,"$40,275","$30,309","2,076",1
5-Jun-15,4-Jun-16,37024,na,na,25,"$16,110","$12,324","1,342",0
5-Jun-15,4-Jun-16,37018,Woodland Hills,California,25,"$13,425","$13,203",761,1
5-Jun-15,4-Jun-16,4955,Lake Mary,Florida,35,"$22,375","$18,191","1,454",1
5-Jun-15,4-Jun-16,37020,Irvine,California,25,"$17,900","$16,924","1,562",1
5-Jun-15,4-Feb-16,5203,Sterling Heights,Michigan,75,"$26,850","$37,863","2,412",1
5-Jun-15,4-Jun-16,18104,na,na,25,"$14,499","$19,181","1,604",1
5-Jun-15,4-Jun-16,13713,na,na,25,"$18,795","$22,524","1,391",0
5-Jun-15,4-Jul-16,36922,Burien,Washington State,15,"$14,320","$15,601",848,1
5-Jun-15,4-Jun-16,9596,na,na,25,"$15,949","$24,148","1,782",1
4-Jun-15,3-Jun-16,18395,Dublin,Co. Dublin,25,"$17,900","$1,768",92,0
4-Jun-15,3-Jun-16,16718,na,na,25,"$13,962","$7,632",438,1
4-Jun-15,3-Jul-16,37017,Dallas,Texas,50,"$29,535","$20,741","1,681",0
4-Jun-15,3-Jun-16,16223,na,na,25,"$13,425","$15,825","1,143",0
4-Jun-15,3-Jun-16,961,Toronto,Ontario,15,"$13,425","$11,623",918,1
4-Jun-15,3-Jun-16,37007,na,na,25,"$17,900","$19,540","1,270",1
4-Jun-15,3-Jun-16,36898,Denver,Colorado,20,"$10,740","$16,594",890,1
4-Jun-15,3-Jun-16,11470,Parsippany,New Jersey,25,"$15,215","$21,049","1,213",1
4-Jun-15,3-Jun-16,37006,Maplewood,New Jersey,15,"$13,425","$21,460","1,580",1
3-Jun-15,2-Jun-16,36992,na,na,20,"$13,425","$4,439",297,1
3-Jun-15,2-Jun-16,36860,na,na,15,"$10,740","$5,125",318,1
3-Jun-15,2-Jun-16,37005,Charlotte,North Carolina,15,"$10,740","$6,588",432,0
3-Jun-15,2-Jun-16,36929,Montreal,Quebec,50,"$29,535","$39,685","2,755",1
3-Jun-15,2-Jun-16,18101,Pittsburgh,Pennsylvania,25,"$16,110","$20,988","1,673",1
3-Jun-15,2-Jun-16,36873,Braintree,Massachusetts,15,"$13,425","$17,394","1,142",1
2-Jun-15,1-Jun-16,36864,New York,New York State,20,"$14,320","$9,133",753,1
2-Jun-15,1-Jun-16,36863,Gardena,California,25,"$13,425","$10,059",714,0
2-Jun-15,1-Jun-16,37004,Lawrenceville,Georgia,50,"$26,850","$24,452","1,523",0
2-Jun-15,1-Jun-16,36865,Philadelphia,Pennsylvania,50,"$26,850","$30,236","2,374",1
1-Jun-15,31-May-16,4410,na,na,50,"$33,115","$22,224","1,279",1
1-Jun-15,31-May-16,36798,Port Coquitlam,British Columbia,15,"$10,740","$8,343",946,1
1-Jun-15,31-May-16,17963,Richmond,Virginia,50,"$26,850","$34,355","2,854",1
1-Jun-15,31-May-16,975,na,na,75,"$39,828","$51,691","4,351",1
1-Jun-15,31-May-16,15914,na,na,50,"$26,850","$38,722","2,914",1
1-Jun-15,31-May-16,36828,Colonial Heights,Virginia,15,"$12,530","$12,942",636,1
31-May-15,30-May-16,4418,Newton,Massachusetts,75,"$40,275","$31,337","3,259",1
29-May-15,28-May-16,36755,Shanghai,Shanghai,15,"$10,740","$1,030",91,1
29-May-15,15-Dec-15,36574,Saint Louis,Missouri,25,"$17,900","$2,222",115,0
29-May-15,28-May-16,36720,Carlsbad,California,25,"$14,320","$7,484",539,0
29-May-15,28-Jun-16,36697,na,na,15,"$15,215","$5,097",363,1
29-May-15,28-May-16,36792,Gonzales,Louisiana,25,"$10,740","$10,132",607,0
29-May-15,28-Jun-16,36575,Los Angeles,California,25,"$10,740","$11,137",914,1
29-May-15,30-Mar-16,36696,Half Moon Bay,California,50,"$26,850","$18,537","1,445",0
29-May-15,28-Aug-15,36735,San Diego,California,100,"$21,480","$11,174","1,072",1
29-May-15,28-May-16,102,Bridgeport,West Virginia,50,"$26,850","$24,338","1,501",1
29-May-15,28-May-16,17786,Bentonville,Arkansas,50,"$28,640","$24,545","1,869",1
29-May-15,28-Nov-15,36676,Jacksonville,Florida,15,"$13,663","$3,901",249,1
29-May-15,28-Jun-16,36721,Austin,Texas,25,"$14,320","$14,839","1,027",1
29-May-15,28-May-16,36725,na,na,20,"$17,900","$12,805",873,0
29-May-15,28-Jun-16,36719,New York,New York State,25,"$13,425","$19,069","1,663",1
29-May-15,28-May-16,36695,Paris,Ile-de-France,15,"$10,740","$10,894",855,1
29-May-15,28-May-16,36686,Toledo,Ohio,15,"$15,466","$11,797",858,0
29-May-15,28-Jun-16,36576,Chicago,Illinois,15,"$11,635","$12,819",969,1
29-May-15,28-Feb-16,36573,Madison,Wisconsin,25,"$13,532","$18,881","1,140",0
29-May-15,28-May-16,36683,na,na,25,"$21,480","$26,868","1,529",1
29-May-15,28-May-16,36726,Indianapolis,Indiana,20,"$17,005","$21,828","1,551",0
29-May-15,28-May-16,36684,New York,New York State,25,"$14,320","$33,787","2,161",1
29-May-15,29-May-15,36784,Sydney,New South Wales,25,"$3,938","$4,512",326,1
28-May-15,1-Jul-16,36675,Richmond,British Columbia,15,"$13,425","$1,007",67,0
28-May-15,27-May-16,36677,London,England,15,"$11,635","$4,477",329,0
28-May-15,27-Jun-16,36666,Golden,Colorado,25,"$14,320","$9,071",698,0
28-May-15,1-Jun-16,36664,Irvine,California,25,"$13,425","$10,590",650,1
28-May-15,27-May-16,36469,Houston,Texas,15,"$10,740","$7,023",315,1
28-May-15,27-Jun-16,36569,Tustin,California,25,"$13,425","$14,278",922,1
28-May-15,27-Nov-15,36701,na,na,50,"$17,900","$13,959","1,013",0
28-May-15,27-May-16,15910,Greenville,South Carolina,50,"$35,442","$29,246","1,610",1
28-May-15,27-May-16,36713,na,na,15,"$12,530","$10,207","1,002",1
28-May-15,27-May-16,977,Centennial,Colorado,50,"$26,850","$35,555","3,287",1
28-May-15,27-May-16,17424,Waitsfield,Vermont,50,"$35,800","$37,455","3,079",1
28-May-15,27-Jun-16,36668,na,na,20,"$13,425","$17,852","1,613",1
28-May-15,28-May-16,36570,Kraków,Lesser Poland,15,"$10,740","$13,521","1,293",0
28-May-15,27-May-16,18199,Irvine,California,25,"$15,573","$23,909","1,631",1
28-May-15,1-Jul-15,36659,West Chester,Pennsylvania,25,"$14,857","$2,294",140,0
27-May-15,26-May-16,36548,Austin,Texas,100,"$53,700","$36,636","3,166",1
27-May-15,26-Nov-15,36631,Norcross,Georgia,35,"$16,110","$7,878",740,1
27-May-15,26-May-16,36633,na,na,200,"$107,400","$91,063","7,476",1
27-May-15,26-May-16,16220,Shenzhen,Guangdong,50,"$32,220","$23,517","1,596",0
27-May-15,26-May-16,17268,na,na,25,"$13,962","$23,097","1,710",1
27-May-15,26-May-16,36425,London,England,50,"$26,850","$29,226","2,233",0
27-May-15,26-May-16,36525,Los Angeles,California,25,"$16,110","$17,161","1,026",1
27-May-15,26-Dec-15,36632,na,na,75,"$35,800","$41,250","2,537",1
27-May-15,26-Jun-16,36769,na,na,15,"$10,740","$18,795","1,865",0
27-May-15,26-May-16,36572,Savannah,Georgia,35,"$21,480","$43,187","3,422",1
26-May-15,25-May-16,36426,Sioux Falls,South Dakota,25,"$13,425","$12,845","1,166",0
26-May-15,25-May-16,36428,na,na,15,"$14,141","$8,976",586,1
26-May-15,25-May-16,36424,na,na,25,"$21,480","$16,054","1,115",1
26-May-15,25-May-16,36471,San Jose,California,25,"$15,215","$18,106","1,432",1
25-May-15,24-May-16,12693,Sacramento,California,75,"$41,170","$44,919","3,632",1
23-May-15,22-May-16,5485,Bethlehem,Pennsylvania,50,"$29,535","$17,280","1,673",1
23-May-15,22-Jun-16,17636,Los Angeles,California,25,"$15,215","$20,843","1,606",1
22-May-15,21-Mar-16,36423,Kolkata,West Bengal,15,"$8,413","$4,252",290,1
22-May-15,21-May-16,36345,Charlotte,North Carolina,15,"$10,740","$8,986",539,0
22-May-15,21-May-16,36340,0,0,15,"$10,740","$9,341",774,1
22-May-15,21-May-16,27275,na,na,50,"$26,850","$32,049","1,995",0
22-May-15,21-May-16,36348,San Diego,California,15,"$10,740","$10,637",587,0
22-May-15,21-May-16,2982,na,na,25,"$16,110","$19,689","1,703",0
22-May-15,21-May-16,36346,Lai Chi Kok,0,25,"$13,425","$24,869",519,0
21-May-15,20-May-16,36375,na,na,50,"$27,745","$17,990","1,079",1
21-May-15,20-Nov-15,36212,Miami,Florida,50,"$17,005","$11,653","1,078",1
21-May-15,20-May-16,36314,New Delhi,Delhi,100,"$53,700","$48,333","3,680",1
21-May-15,20-May-16,36315,Las Vegas,Nevada,25,"$17,900","$18,011","1,514",1
20-May-15,19-Dec-15,36786,Ponca City,Oklahoma,50,"$16,110","$6,262",335,0
20-May-15,19-May-16,17250,San Francisco,California,25,"$14,768","$8,961",603,0
20-May-15,19-May-16,17357,Delaware,Ohio,50,"$26,850","$18,695","1,279",1
20-May-15,19-May-16,36208,Beverly,Massachusetts,15,"$10,740","$7,561",515,0
20-May-15,19-May-16,17782,Rockville,Maryland,25,"$16,558","$13,277",924,1
19-May-15,18-May-16,36201,Minneapolis,Minnesota,25,"$14,320","$7,932",677,1
19-May-15,18-May-16,36145,Stockholm,Jämtland,25,"$13,425","$9,363",675,1
19-May-15,18-May-16,36200,White Marsh,Maryland,100,"$53,700","$51,940","3,844",1
18-May-15,17-May-16,36016,Sandy Springs,Georgia,25,"$13,425","$6,246",616,1
18-May-15,31-Dec-15,35920,Roseville,Minnesota,25,"$8,621","$6,310",401,0
18-May-15,17-May-16,774,na,na,25,"$29,535","$15,694","1,216",1
18-May-15,17-May-16,36088,North Hollywood,California,25,"$13,873","$16,608",970,1
18-May-15,17-May-16,35939,Centerville,Utah,25,"$14,320","$17,477","1,539",0
18-May-15,17-May-16,6696,Modesto,California,25,"$14,320","$20,462","1,090",0
18-May-15,17-May-16,17009,San Diego,California,25,"$17,005","$28,492","1,965",0
16-May-15,15-May-16,17030,na,na,50,"$25,776","$26,077","2,006",1
15-May-15,14-Sep-15,36011,Seabrook,New Hampshire,75,"$13,425","$6,519",584,1
15-May-15,14-May-16,36015,Sanborn,New York State,25,"$14,320","$10,510",718,1
15-May-15,14-May-16,36007,Carpinteria,California,25,"$14,320","$12,949",704,1
15-May-15,14-May-16,35978,na,na,50,"$26,850","$27,958","2,922",1
15-May-15,14-May-16,5573,na,na,25,"$25,060","$16,977","1,170",1
15-May-15,14-May-16,36010,na,na,25,"$10,740","$18,152","1,491",1
15-May-15,14-May-16,11054,na,na,25,"$18,795","$18,840","1,734",1
15-May-15,14-May-16,36001,Indianapolis,Indiana,25,"$14,320","$21,073","1,249",1
14-May-15,13-May-16,36012,Olympia,Washington State,25,"$17,900","$17,469","1,320",1
14-May-15,13-May-16,16983,Orlando,Florida,25,"$17,900","$17,471","1,559",0
14-May-15,13-May-16,35860,na,na,25,"$14,320","$20,632","1,542",1
13-May-15,12-May-16,35859,na,na,25,"$16,110","$1,613",112,0
13-May-15,12-May-16,35966,Dayton,Ohio,100,"$62,650","$49,362","3,006",1
13-May-15,12-Jun-16,35805,Addison,Texas,25,"$14,320","$15,286","1,227",1
13-May-15,12-May-16,36013,Leeds,England,25,"$15,215","$16,867","1,302",0
12-May-15,11-Nov-15,35801,New York,New York State,75,"$24,165","$17,441","1,425",1
12-May-15,11-May-16,35710,Garden City,New York State,25,"$14,499","$17,579","1,247",1
12-May-15,11-May-16,35711,London,England,25,"$14,320","$24,285","1,324",1
11-May-15,10-May-16,35708,Honolulu,Hawaii,25,"$26,850","$10,020",728,1
11-May-15,10-May-16,35677,na,na,25,"$16,110","$15,157","1,287",0
11-May-15,10-May-16,35722,Brookfield,Wisconsin,25,"$14,320","$18,003","1,397",1
11-May-15,10-Nov-15,35679,na,na,50,"$17,900","$18,227",987,1
11-May-15,11-May-16,35678,na,na,25,"$16,110","$18,359","1,528",1
9-May-15,8-May-16,17022,Huntington,New York State,50,"$26,850","$19,341","1,895",1
9-May-15,8-May-16,109,Westborough,Massachusetts,25,"$13,425","$11,579","1,008",1
9-May-15,8-May-16,17257,New York,New York State,50,"$26,850","$29,736","2,391",1
8-May-15,7-Jun-16,16955,Newberry,South Carolina,25,"$13,425","$2,805",182,0
8-May-15,30-Sep-15,7241,na,na,50,"$9,845","$9,414",792,0
8-May-15,7-May-16,35673,na,na,75,"$26,850","$37,826","2,411",1
8-May-15,7-May-16,35675,na,na,25,"$16,618","$27,296","1,976",1
7-May-15,6-May-16,17589,Burlingame,California,50,"$29,535","$18,964","1,090",1
7-May-15,6-Nov-15,35441,Brooklyn,New York State,50,"$16,110","$11,219",898,1
7-May-15,6-May-16,35676,San Jose,California,25,"$16,110","$14,662","1,394",0
7-May-15,6-May-16,731,Minneapolis,Minnesota,50,"$26,850","$30,192","1,946",0
7-May-15,6-May-16,35436,Long Beach,California,75,"$50,120","$52,890","4,028",1
7-May-15,6-May-16,35439,Rosslyn,Virginia,25,"$17,184","$19,429","1,087",1
6-May-15,5-May-16,10413,na,na,25,"$24,165","$7,400",408,1
6-May-15,5-May-16,35437,na,na,25,"$16,826","$12,073",795,0
6-May-15,5-May-16,35431,na,na,25,"$21,480","$14,014",958,0
6-May-15,5-May-16,17000,Troy,Michigan,25,"$14,768","$37,510","2,092",1
5-May-15,4-May-16,35317,Grand Rapids,Michigan,50,"$30,430","$29,293","2,396",0
5-May-15,4-May-16,13821,na,na,25,"$13,425","$16,447","1,336",1
5-May-15,4-May-16,5380,Lawrenceville,Georgia,25,"$21,480","$20,459","1,289",1
4-May-15,3-May-16,35240,na,na,25,"$33,115","$9,977",564,1
4-May-15,3-May-16,35092,na,na,25,"$12,530","$30,109","1,938",1
2-May-15,1-May-16,15822,na,na,25,"$14,320","$7,775",513,1
2-May-15,1-May-16,888,na,na,25,"$29,535","$14,199","1,129",1
2-May-15,1-May-16,16954,Warwick,Rhode Island,25,"$13,425","$13,493",957,0
1-May-15,30-Apr-16,5167,Mexico,Distrito Federal,50,"$26,850","$13,905",986,1
1-May-15,30-Apr-16,34924,El Dorado Hills,California,50,"$30,251","$19,703","1,664",1
1-May-15,30-Apr-16,34894,na,na,50,"$26,850","$21,542","1,916",1
1-May-15,30-Apr-16,16766,Arlington Heights,Illinois,25,"$14,320","$11,525",945,1
1-May-15,30-Apr-16,15454,Chicago,Illinois,100,"$53,700","$50,626","3,685",1
1-May-15,30-Apr-16,488,0,0,25,"$17,542","$12,970",895,1
1-May-15,30-Apr-16,9313,New York,New York State,50,"$28,640","$29,484","2,793",1
1-May-15,30-Apr-16,34828,na,na,25,"$16,110","$15,459","1,567",1
1-May-15,30-Apr-16,34904,Philadelphia,Pennsylvania,25,"$11,635","$19,090","1,543",1
1-May-15,30-Apr-16,16222,Sacramento,California,25,"$19,690","$17,454","1,070",0
1-May-15,30-Jun-16,16642,na,na,25,"$19,332","$23,490","1,554",0
1-May-15,30-Apr-16,6818,Calgary,Alberta,25,"$24,165","$20,175","1,459",1
1-May-15,30-Apr-16,16519,Columbia,Illinois,50,"$26,850","$46,609","3,206",1
1-May-15,30-Apr-16,496,Salinas,California,50,"$34,010","$61,535","4,327",1
1-May-15,30-Apr-16,34925,na,na,25,"$17,900","$31,681","2,047",1
30-Apr-15,29-Nov-15,34827,Palo Alto,California,50,"$20,406","$9,524",766,0
30-Apr-15,29-Apr-16,34744,na,na,25,"$12,530","$8,436",505,1
30-Apr-15,29-Apr-16,15353,Baton Rouge,Louisiana,50,"$32,220","$17,137",977,0
30-Apr-15,29-Apr-16,14996,na,na,25,"$14,320","$11,421",600,1
30-Apr-15,29-Apr-16,34821,na,na,50,"$26,850","$24,130","1,664",1
30-Apr-15,29-Apr-16,34826,na,na,50,"$26,850","$31,650","3,033",0
30-Apr-15,29-Apr-16,34824,New York,New York State,25,"$16,110","$16,042","1,104",1
30-Apr-15,29-Apr-16,15453,Seoul,Soul,25,"$16,110","$16,418","1,129",1
30-Apr-15,30-Apr-16,34690,na,na,25,"$18,795","$21,487","1,723",1
29-Apr-15,28-May-16,34684,West Hollywood,California,50,"$29,893","$21,398","1,233",1
29-Apr-15,28-Apr-16,34685,Toronto,Ontario,25,"$13,425","$12,089",815,1
29-Apr-15,28-Apr-16,34732,na,na,50,"$32,220","$25,468","2,652",1
29-Apr-15,28-Apr-16,34686,na,na,50,"$29,535","$26,012","2,121",1
29-Apr-15,28-Apr-16,34996,Atlanta,Georgia,25,"$16,110","$14,014",913,0
29-Apr-15,28-Apr-16,34739,Milwaukee,Wisconsin,25,"$16,110","$16,805",952,1
29-Apr-15,28-Apr-16,34688,na,na,25,"$16,916","$20,511","1,730",1
28-Apr-15,27-Apr-16,34528,Sebastopol,California,25,"$13,425","$3,327",196,0
28-Apr-15,27-Apr-16,34529,Dalian,Liaoning,75,"$40,723","$35,064","2,761",0
28-Apr-15,10-Jun-16,737,Atlanta,Georgia,25,"$21,480","$16,046","1,114",1
28-Apr-15,27-Apr-16,16147,New York,New York State,25,"$14,320","$14,816",913,1
28-Apr-15,27-Apr-16,16640,Los Angeles,California,25,"$22,644","$17,700","1,371",1
27-Apr-15,26-Apr-16,34375,San Francisco,California,25,"$17,900","$6,880",383,1
27-Apr-15,26-Apr-16,34106,na,na,25,"$16,110","$9,728",643,0
27-Apr-15,26-Apr-16,28365,Portland,Oregon,75,"$40,275","$38,050","2,572",1
27-Apr-15,26-Apr-16,34373,New York,New York State,100,"$53,700","$62,066","5,048",1
27-Apr-15,26-Mar-16,34374,Norristown,Pennsylvania,25,"$29,535","$23,265","1,797",1
26-Apr-15,25-Jun-16,16149,na,na,25,"$15,036","$14,339",824,1
24-Apr-15,23-Apr-16,34147,Aberdeen,Washington State,100,"$53,700","$38,263","4,235",1
24-Apr-15,23-Apr-16,34150,Columbus,Ohio,25,"$13,425","$9,591",562,0
24-Apr-15,23-Apr-16,34199,Boston,Massachusetts,25,"$16,110","$11,783",896,0
24-Apr-15,23-Dec-15,34229,Wenatchee,Washington State,50,"$21,994","$16,778","1,135",0
24-Apr-15,23-Apr-16,34186,Bensalem,Pennsylvania,50,"$26,850","$32,468","2,132",1
24-Apr-15,23-Apr-16,15043,Fort Lauderdale,Florida,50,"$28,640","$28,595","2,479",1
24-Apr-15,23-Apr-16,15458,Abbotsford,British Columbia,150,"$80,550","$86,524","6,584",0
23-Apr-15,22-Apr-16,34144,na,na,25,"$13,425","$2,908",196,1
23-Apr-15,22-Apr-16,34143,na,na,25,"$19,690","$4,307",253,1
23-Apr-15,22-Apr-16,34145,na,na,25,"$13,425","$8,745",632,1
23-Apr-15,22-Jan-17,9362,na,na,50,"$50,120","$34,029","2,777",0
23-Apr-15,22-Apr-16,34149,Buena Park,California,75,"$40,275","$35,239","2,742",1
23-Apr-15,22-Apr-16,35299,Chicago,Illinois,25,"$13,425","$13,228",750,1
23-Apr-15,22-Apr-16,34111,New York,New York State,50,"$30,430","$27,564","2,224",1
23-Apr-15,22-Apr-16,34146,Houston,Texas,50,"$22,375","$29,863","2,216",1
23-Apr-15,22-Apr-16,33976,Deerfield Beach,Florida,75,"$44,750","$57,886","3,971",0
23-Apr-15,22-Apr-16,34153,Fredericksburg,Virginia,25,"$16,110","$28,973","1,652",1
22-Apr-15,21-Apr-16,34112,Buffalo,New York State,25,"$19,690","$6,323",372,1
22-Apr-15,21-Apr-16,15915,Lansdale,Pennsylvania,50,"$26,850","$21,617","1,928",1
22-Apr-15,21-Apr-16,15913,Los Angeles,California,25,"$14,320","$13,455",979,1
22-Apr-15,21-Apr-16,34103,na,na,25,"$16,110","$15,560","1,028",0
22-Apr-15,21-Apr-16,709,Delphos,Ohio,75,"$42,960","$58,022","3,991",1
21-Apr-15,20-Apr-16,15820,na,na,25,"$15,215","$14,232",751,1
21-Apr-15,20-Apr-16,15596,na,na,25,"$17,900","$16,659","1,174",1
21-Apr-15,20-Apr-16,10233,Alhambra,California,25,"$17,721","$20,437","1,438",0
21-Apr-15,20-Apr-16,33546,na,na,25,"$14,320","$21,371","1,610",1
21-Apr-15,20-Apr-16,34148,Cleveland,Ohio,25,"$13,425","$22,272","1,356",0
21-Apr-15,20-Apr-16,33975,North Hollywood,California,25,"$20,700","$22,694","1,498",1
20-Apr-15,19-Oct-15,33740,na,na,50,"$26,850","$11,466",980,1
20-Apr-15,19-Apr-16,33737,Sydney,New South Wales,25,"$14,320","$13,938",832,1
18-Apr-15,17-Apr-16,15842,Chandler,Arizona,25,"$21,480","$24,313","1,757",1
17-Apr-15,16-Apr-16,33565,na,na,25,"$16,110","$7,669",504,0
17-Apr-15,16-Apr-16,33561,Miramar,Florida,50,"$26,850","$15,386",924,1
17-Apr-15,16-Apr-16,9006,Nashua,New Hampshire,25,"$17,542","$10,424",622,0
17-Apr-15,16-Apr-16,33560,El Dorado Hills,California,25,"$17,900","$10,520",556,0
17-Apr-15,16-Apr-16,14261,Saanichton,British Columbia,50,"$35,442","$34,765","2,374",1
17-Apr-15,16-Apr-16,5317,na,na,25,"$14,019","$32,577","1,880",1
16-Apr-15,15-Apr-16,3146,na,na,50,"$26,850","$17,319","1,117",1
16-Apr-15,15-Apr-16,15737,Pittsburg,California,25,"$17,005","$12,117",769,0
16-Apr-15,15-Apr-16,15502,na,na,25,"$13,425","$13,567",810,1
16-Apr-15,15-Apr-16,33549,Toronto,Ontario,50,"$32,220","$29,220","2,434",0
16-Apr-15,15-Apr-16,33550,El Dorado Hills,California,25,"$15,305","$20,411","1,311",0
15-Apr-15,13-Apr-16,15455,Fort Mitchell,Kentucky,25,"$31,325","$1,986",187,0
15-Apr-15,14-Apr-16,14812,Portland,Oregon,25,"$13,425","$4,915",337,1
15-Apr-15,14-Apr-16,8760,New York,New York State,75,"$48,330","$41,230","3,292",0
15-Apr-15,14-Apr-16,5228,Cincinnati,Ohio,50,"$49,225","$30,125","2,120",0
15-Apr-15,14-Apr-16,33541,Seattle,Washington State,25,"$21,480","$15,950",904,0
15-Apr-15,31-Dec-15,33540,Cambridge,Massachusetts,50,"$21,033","$25,068","1,710",1
15-Apr-15,14-Apr-16,33307,na,na,25,"$19,690","$29,194","1,602",0
14-Apr-15,13-Apr-16,33377,Toronto,Ontario,25,"$26,134","$4,377",312,0
14-Apr-15,13-Oct-15,33298,Anchorage,Alaska,75,"$24,165","$17,915",855,1
14-Apr-15,13-Apr-16,33379,Cockeysville,Maryland,25,"$13,425","$22,073","1,489",0
14-Apr-15,13-Apr-16,15704,King of Prussia,Pennsylvania,25,"$14,034","$26,037","2,114",1
